시군구명,법정동,아파트명,도로명,지번
중랑구,면목동,포인트아파트에이동,동일로100길,142-64
서초구,서초동,서초아크빌,반포대로22길,1568-1
관악구,신림동,서초그린,신림로7길,1732
서초구,양재동,양재테크노5,바우뫼로41길,7-39
은평구,응암동,신현대,불광천길,112-26
은평구,구산동,에덴드림,갈현로,14-21
강남구,역삼동,한양럭스,테헤란로25길,628-1
금천구,독산동,대광아파트,독산로,990-3
중랑구,상봉동,솔렌시아3(85-1),봉우재로49길,85-1
금천구,독산동,동은노보빌(887-1),문성로,887-1
은평구,증산동,목화,증산로,164-5
서초구,서초동,래미안서초4차,남부순환로317길,1473-2
양천구,목동,리버하이츠,목동중앙로13다길,131-45
구로구,구로동,(748-48),도림로3길,748-48
은평구,구산동,푸른솔,갈현로17길,147-46
종로구,창신동,창림,창신7길,639-20
강동구,천호동,창대캐슬,천호대로163길,166-106
용산구,이태원동,퍼시픽맨션골드,녹사평대로42길,352
금천구,독산동,삼환아파트,범안로12길,1006-132
서초구,반포동,청광아트빌라12,동광로39길,78-1
서초구,방배동,레베빌,사평대로6길,1-40
서초구,방배동,노블하임,동광로,807-5
구로구,구로동,정창빌라,구로동로18길,748-43
서초구,잠원동,신반포17,나루터로4길,58-22
중구,신당동,초원,동호로11마길,432-479
동작구,사당동,까치산,사당로16라길,288-34
강서구,화곡동,윤탁아트리움,화곡로31다길,1026-18
강남구,삼성동,골든카운티,학동로68길,5-3
강서구,내발산동,한서1차,강서로45라길,716-5
서초구,반포동,반포훼미리(104동),주흥17길,701-1
구로구,오류동,은하수수목원,경인로2길,349
은평구,대조동,신세계드림빌1,통일로77길,195-14
구로구,구로동,(743-5),구로동로22길,743-5
관악구,봉천동,미소가,관악로37길,39-13
강서구,염창동,세왕네트빌,공항대로67길,276-12
양천구,신정동,목동신세계아파트,신목로6길,119-175
강동구,천호동,코오롱상가아파트,진황도로,410-100
구로구,개봉동,제일아파트,개봉로3길,361-1
금천구,독산동,리치힐102동(993-36),독산로90길,993-36
구로구,구로동,대승빌라,구로동로18길,745-16
구로구,구로동,(717-5)미래빌라,구로동로15길,717-5
강남구,개포동,에버그린,선릉로8길,166-4
서초구,잠원동,신반포11,나루터로4길,58-24
광진구,중곡동,욱현,용마산로2길,90-18
서초구,서초동,대경벨로체,남부순환로317길,1484-7
서초구,서초동,서린,반포대로10길,1456-1
동대문구,장안동,청솔브레싱(B동)(400-9),천호대로77다길,400-9
용산구,이태원동,이태원(이테크빌),이태원로20길,730
송파구,송파동,엘에이치송파도시형생활주택,백제고분로41길,12-2
광진구,중곡동,삼성로얄2,자양로53길,109-13
관악구,봉천동,삼정,인헌길,180-261
마포구,성산동,해피존2,월드컵북로12길,23-1
서대문구,북가좌동,청솔하이츠2동,거북골로18가길,304-52
구로구,오류동,한가람,경인로22길,63-4
양천구,신월동,로즈그린타운,신월로,535-7
은평구,불광동,대광월드,통일로88길,391-68
서초구,잠원동,신반포8,나루터로4길,60-3
노원구,월계동,우남(저층),화랑로43길,492-1
금천구,독산동,한아102(994-73),독산로84길,994-73
강북구,수유동,풍산쉐르빌A동,삼양로131길,281-32
강서구,화곡동,다울,화곡로27가길,1061-34
양천구,신월동,유림웰스빌,남부순환로,548-1
양천구,신월동,보람아파트,중앙로55길,457-6
은평구,역촌동,한명딩크,진흥로1길,24-25
강남구,청담동,범신칼릭스빌,도산대로89길,125
송파구,문정동,트윈팰리스(101동),새말로,112
강동구,성내동,로얄,성내로18길,435-5
서초구,잠원동,신반포10,나루터로4길,58-16
구로구,구로동,은진빌라(748-24),구로동로18길,748-24
금천구,시흥동,우성,독산로40길,795-5
금천구,시흥동,백운플러스타워,시흥대로59길,992-8
중랑구,상봉동,미랜드프래임빌(102동),면목로95길,115-84
구로구,구로동,(796-13),도림로6길,796-13
종로구,창신동,흥인,창신길,627-21
강동구,길동,신암,성안로,373-7
금천구,시흥동,거상센스빌(956-6),시흥대로16길,956-6
노원구,공릉동,대명아파트,노원로1길,270-71
관악구,신림동,바라본,복은길,98-401
강북구,수유동,골드빌,4.19로,569
송파구,송파동,노보빌아파트,송파대로36가길,180-7
양천구,신월동,용민홈타워빌,지양로,986-8
광진구,구의동,구의청정,광나루로40길,226-12
서대문구,홍은동,신원지벤스타3,명지길,392-11
마포구,연남동,노블레스빌2,성미산로27길,249-3
서초구,서초동,월드메르디앙,반포대로26길,1549-3
서초구,방배동,UPPERHOUSE2,사평대로12길,12-5
구로구,온수동,아이에스빌리브,부일로9길,141
광진구,자양동,자양훼밀리,자양로3길,678-8
강남구,논현동,테크노빌라트,선릉로111길,271-6
양천구,신월동,명산그린빌,남부순환로,547-1
동대문구,청량리동,현대코아,왕산로37길,738
구로구,구로동,(718-11)경원주택6동,구로동로15길,718-11
양천구,신월동,신월동로마파빌리온,신월로13길,538-1
서대문구,충정로3가,충정,충정로,250-5
노원구,상계동,보람그린102동,동일로237마길,1094
양천구,신월동,수명산타워빌,월정로,8-2
양천구,신월동,라온미브아파트,남부순환로,138-2
중랑구,상봉동,풍산쉐르빌101동,상봉중앙로10길,226-20
양천구,신월동,한우리아파트,중앙로55길,467-2
중랑구,면목동,SM해그린,사가정로46길,668-1
금천구,독산동,청호센트레빌,문성로,887-5
관악구,신림동,벨라루체아파트,남부순환로,1484-9
강서구,등촌동,신세계,등촌로39길,515-41
강서구,화곡동,한백e타운(46-219),까치산로12길,46-219
종로구,견지동,대성스카이렉스,삼봉로,110
송파구,문정동,인택,새말로,114
중랑구,중화동,연합파크빌,봉화산로1길,331-64
중랑구,면목동,다울(178-10),겸재로7길,178-10
송파구,마천동,다우림,성내천로,30-2
영등포구,도림동,그린나래,도신로,251-2
금천구,독산동,세진웰빙101,독산로92길,992-42
도봉구,쌍문동,신성,도봉로117길,88-72
동작구,상도동,진성그린,상도로68길,126-31
양천구,신월동,우진(72-5),남부순환로33길,72-5
광진구,구의동,욱현아파트,자양로44길,56-22
서초구,서초동,서초동에지앙,서초대로64길,1679-6
강동구,천호동,다성씨티아파트(340-6),구천면로17길,340-6
은평구,구산동,뉴월드빌(16-28),연서로13길,16-28
광진구,자양동,자양삼성,뚝섬로,787
마포구,망원동,예향,망원로2길,418-29
구로구,구로동,(743-33),구로동로20길,743-33
양천구,목동,삼성(766-1),목동중앙로3길,766-1
중랑구,망우동,진명,봉우재로,460-26
금천구,시흥동,금광,탑골로2길,1014
은평구,역촌동,예승,갈현로12길,50-45
강남구,삼성동,미켈란147,봉은사로,147-2
양천구,신월동,삼종레이빌102동,오목로4길,519-25
강동구,성내동,LIGA,천호대로,244-12
송파구,가락동,주성드림펠리스,오금로,160-1
광진구,중곡동,삼보글로벌101동,긴고랑로14길,647-1
구로구,궁동,호수1차A동,오리로22가길,112-10
양천구,신월동,양천벽산블루밍3단지,월정로7길,1048
은평구,신사동,경남,증산로17길,348-11
강북구,미아동,동아하이빌14차,덕릉로30길,192-16
강서구,화곡동,계명(849-7),강서로10길,849-7
은평구,응암동,엘엔씨레반트,은평로12길,96-41
마포구,서교동,함성참좋은,월드컵로20길,247-72
양천구,신월동,청남,남부순환로31길,56-6
강남구,삼성동,심포니하우스,삼성로120길,66-1
송파구,방이동,현대홈타운스위트101,위례성대로12길,197-4
성북구,장위동,장위동동원베네스트,화랑로,50-50
서초구,반포동,예당하우스,동광로42길,577-5
강동구,암사동,대의아름누리,암사19길,671
마포구,합정동,정원쉐르빌,성지3길,371-3
중구,신당동,대성드림,청구로4길,290-52
양천구,신월동,삼혜아트빌,남부순환로82길,1007-4
성북구,동소문동4가,삼보힐하우스,동소문로13가길,103-20
강동구,천호동,베스트빌,상암로41가길,37-24
서초구,서초동,한승미메이드,남부순환로333길,1427-7
강동구,천호동,신주아파트,상암로41길,27-6
동작구,사당동,씨티뷰2차,남부순환로255길,303-109
강서구,가양동,디아이빌101동,양천로49길,239-1
양천구,신월동,흥인아이젠,신월로,545-2
양천구,신월동,삼익2차플라주,신월로13길,1046
중랑구,중화동,한영(103),동일로144길,274-76
강남구,신사동,금광아크존(635-14),압구정로42길,635-14
강북구,미아동,월드빌라(311-10),도봉로41길,311-10
중랑구,면목동,동일스카이씨티(37차),면목로84길,1286-1
노원구,상계동,수락파크,동일로237길,1087-4
양천구,신월동,NEWSK아파트,가로공원로61길,45-1
양천구,신월동,신라이프,가로공원로,48-13
강동구,길동,골든빌,명일로26길,74
광진구,구의동,삼성로얄아파트,영화사로,16-26
양천구,신월동,삼동,월정로31길,109-1
노원구,상계동,상록수2단지,동일로241길,1297
마포구,연남동,엘르빌2,동교로41길,254-1
서초구,서초동,서초블리스아파트,서운로6길,1364-26
종로구,신교동,신현(101동),필운대로10길,6-13
광진구,광장동,광장11현대홈타운,아차산로69길,579
강서구,화곡동,남경리버빌(343-48),강서로,343-48
서초구,잠원동,신반포22,잠원로,65-33
서초구,잠원동,녹원한신,잠원로4길,60-7
노원구,공릉동,진주브라운,동일로178길,585-7
영등포구,대림동,성원(1115-1),디지털로64길,1115-1
금천구,가산동,온누리,벚꽃로24길,774
강동구,성내동,태천해오름(412-1),풍성로53길,412-1
중랑구,면목동,동성네스트빌101,용마산로40길,1339-2
구로구,구로동,(744-13),구로동로18길,744-13
송파구,풍납동,미랜드퀸,풍성로14길,254
성북구,종암동,동진,종암로,10-178
양천구,목동,목동노블레스,목동중앙남로,945
강동구,천호동,다성이즈빌(437-22),올림픽로78길,437-22
강동구,암사동,대송,올림픽로104길,440-4
구로구,궁동,대명하이빌(103동),오리로20길,178-7
은평구,증산동,미그린,증산로,256
용산구,한남동,현대하이페리온II,서빙고로,550
서초구,반포동,보아스힐(701-4),주흥17길,701-4
강남구,역삼동,시티프라디움더강남201동,언주로,901
동대문구,청량리동,광남캐스빌,홍릉로12길,425
강동구,천호동,강동파크빌,천호대로163길,450-38
동작구,신대방동,캐릭터그린빌,보라매로5가길,395-73
마포구,연남동,청기와,연남로,515-23
서초구,방배동,뉴캐슬,도구로,971-1
관악구,신림동,상목에버빌A,호암로,1559-15
강동구,천호동,현대프라자아파트,진황도로,410-105
구로구,구로동,영광빌라,구로동로18길,748-14
강남구,삼성동,우정에쉐르2,테헤란로77길,144-10
영등포구,당산동,강변한솔그라치아,버드나루로22길,121-41
강남구,논현동,한양빌라트,논현로140길,79-7
강서구,화곡동,로얄홈타운(103동),강서로5나길,928-27
동대문구,장안동,베스트빌(417-10),천호대로81길,417-10
강서구,내발산동,덕현중앙타워빌,강서로48길,676-12
강북구,번동,백운,한천로130길,461-1
동대문구,장안동,삼현팰리체,장한로26길,333-5
중랑구,면목동,유진뜨레지움,용마산로51길,612-6
도봉구,창동,현진아파트,해등로16길,254-5
광진구,구의동,데쟈뷰아파트,자양로44가길,45-11
강동구,둔촌동,도원빌,양재대로102길,446-4
서초구,방배동,벨루체팰리스,동광로24길,808-10
강동구,길동,다성이즈빌아파트(388-4),천중로44길,388-4
성북구,장위동,삼익아파트,화랑로37길,60-1
은평구,갈현동,수정럭스(428-6),갈현로,428-6
구로구,구로동,송림주택,도림로10길,793-34
송파구,삼전동,에이메스더리버송파,백제고분로22길,38-11
송파구,방이동,서림올림피아드,가락로34길,126-12
강남구,논현동,현대넥서스A동,학동로42길,261-8
서초구,방배동,방배트리플,동광로18길,816-3
중구,필동3가,미주,필동로5길,62-16
강서구,화곡동,삼호그린(346-19),강서로13길,346-19
서초구,서초동,서초한일유앤아이주상복합,사평대로56길,1303-10
양천구,신월동,우정,지양로13길,350-3
서대문구,남가좌동,엠화일에이동,모래내로,135-6
서대문구,홍은동,유림그랑블,통일로48나길,435-10
서초구,양재동,태양파크빌,바우뫼로39길,8-36
광진구,구의동,삼성로얄,자양로28길,225-26
서초구,잠원동,신반포26,잠원로4길,62-4
서초구,방배동,한화엘르빌,방배로26길,878-27
강동구,성내동,성내2차e-편한세상,풍성로37길,137
서초구,방배동,방배렉슬,방배로32길,802-10
강남구,도곡동,리치아르떼빌,남부순환로373길,194
서초구,서초동,로얄하이츠,반포대로3길,1471-5
강남구,역삼동,거평빌라트,도곡로17길,794-28
강서구,화곡동,화곡예다움,등촌로13자길,461-4
강남구,개포동,상지리츠빌,개포로,176-1
중구,신당동,하이1(113-5),퇴계로80길,113-5
강서구,화곡동,청우(391-2),강서로12길,391-2
